temperature,pressure,vibration
26.4901424590337,1.3399355436586002,0.2662410862512809
24.585207096486446,1.2924633682912767,0.2927740664642241
26.94306561430208,1.2059630369920173,0.2603790039500019
29.569089569224076,1.1353063222294426,0.284601923518048
24.29753987582999,1.269822331361359,0.2053192666523107
24.29758912915246,1.239348538542175,0.31066468536864694
29.737638446522176,1.2895193220027732,0.3000602737681112
27.302304187458727,1.2635171801681968,0.2591455684465904
23.591576842195146,1.3049552715319335,0.33296228342162026
26.627680130757895,1.1464764788439432,0.34687850688132793
23.609746921562614,1.3317394065634325,0.21962200678155128
23.60281073928923,1.21975996046924,0.2618637610716893
25.725886814698104,1.4075260872625266,0.26154288251063507
19.260159266026605,1.1310812181910432,0.2530048449445568
19.8252465024609,1.373596380316525,0.34147374209658743
23.313137412277083,1.2197910783462647,0.2903086930613598
21.961506638996728,1.1348581996385552,0.2867742579344694
25.94274199778582,1.151611416594568,0.19980688177966233
22.27592777343637,1.167965269180568,0.3317709015104613
20.763088895994127,1.2424165946401915,0.23803708025732637
29.39694630676466,1.25228354880355,0.3029966315133164
24.322671098540393,1.142629999606142,0.31386884689790956
25.20258461406377,1.1975645407739017,0.36803292979193253
20.72575544135963,1.4142270358611864,0.23455898004404438
23.36685182642445,1.3727543170100711,0.14902439220895872
25.3327677691296,1.2436323669674032,0.3091924772376847
21.54701926773309,1.20380034781682,0.3900255590755427
26.127094055037016,1.2120031326718261,0.36194731764697186
23.198083930243584,1.2613517972730417,0.31048297076373127
24.124918750620168,1.0977207434801595,0.2754181907183976
23.194880163311808,1.1742623462576653,0.34035612983186553
30.556834553526812,1.033141592612241,0.2513226900147766
24.9595083257862,1.2399223122605278,0.32381788846781095
21.8268672131323,1.264719593970274,0.3252735079583313
27.467634736309567,1.1516813537700625,0.353010495374944
21.337469050086934,1.3573986763290034,0.43798300194555384
25.626590785014265,1.077423433699766,0.31962079835893836
19.120989628360675,1.053562511979018,0.27455181871462503
21.015441853304708,1.2224451818559972,0.29872128439040024
25.590583707607372,1.3047098302612155,0.2115462047555441
55.43127940985526,2.7270124813464496,2.497988606972876
25.51410484356991,1.154111573713106,0.27953587809434477
24.65305515283528,1.3078680833431295,0.2737955801032704
24.096688913232132,1.1961491530499293,0.3076177436016861
20.56443402889772,1.182737270005918,0.25887900338089
22.840467374815873,1.2883659937486671,0.3560515333662236
23.618083687120638,1.265232287841342,0.30001035324590986
28.171366678656746,1.042360784301575,0.29953498394306927
26.030854868705383,1.3476540349725896,0.2836052641743541
19.7108795339118,1.3380091354147452,0.30775953419294894
25.972251908184386,1.137443729849047,0.34125491323338175
23.84475315875105,1.2395803533437408,0.25664348921445496
22.969233999082125,1.2494030186282739,0.26709417554623716
26.835028866522602,1.2260673765823906,0.2848136985611668
28.092998567487854,1.1449694846154579,0.23270645382633925
27.793840357348596,1.1328376632061947,0.2590371070139251
22.482347430332084,2.1879604949628657,0.276188956322767
24.072362872446355,1.3172729019259364,0.3437194590356364
25.99379029421069,1.2543600154594432,0.3131280664500962
27.926635381367078,1.1629385667913894,0.3096794955683772
53.33183495160294,2.2795416177310432,1.6418150629804966
59.28252384168292,2.0730654938427815,2.1932186716715885
21.680995077981915,1.3148765700372103,0.3195232424964445
21.411380127757987,1.02602862212219,0.29483891235337517
27.437577467182592,1.1637559058596867,0.3132681174699814
29.06872008571247,1.0880330105373857,0.2708620671194209
24.783969635258998,1.0705318524279095,0.1780591420861785
28.010598693676073,1.316082678737852,0.2932860418906848
26.084908075142902,1.1532298798688108,0.371137406804997
23.06464073618463,1.2346503881730715,0.3463107701120796
26.084186816525243,1.1953079421120816,0.3482698742295585
29.614109699397908,1.247704082722312,0.3618065360903109
24.892521882670145,1.2076821891060254,0.30443287954807186
29.693930967442018,1.071700777581143,0.30986578537027976
17.140764687730766,1.299626681944714,0.2691174052282825
27.465707513125672,1.1506243416838686,0.2841963571986475
25.261141204714512,1.044341810134025,0.33078855748855707
24.102977948602398,1.1571884839034088,0.3601942218584408
25.275282329606508,1.3500759790634311,0.29302768621595
19.037293256197323,1.2850221742113492,0.2774905367574294
52.52428098561032,2.534877101209016,1.3503629021151158
26.07133771453524,1.165074229568157,0.33006033744645574
29.433682134224547,1.1678364948782618,0.2278072591933229
23.44518934517906,1.407674798356084,0.1851909523431381
